Parcel ID,Location,Total Value,Lot size,Sale date,Bed/Bath,Price,lats/long,distance,d_0_4,d_4_8,d_8_12,d_12_16,Fukushima,Fdis1,Fdis2,Fdis3
120-000-001-262,219  SANDY BEACH RD,"$402,800 ",18600,2/10/10,3,125000,"(41.8172523, -70.6203007)",8.958584317,0,0,1,0,0,0,0,0
005-000-085-000,6  SAVERYS LN,"$219,600 ",5824,6/11/10,4,163000,"(41.97232155, -70.68406209999999)",5.891762682,0,1,0,0,0,0,0,0
121-000-013-000,106  SCARLET DR,"$633,100 ",40907,6/8/10,3,370000,"(41.81332855, -70.60638899)",9.072704503,0,0,1,0,0,0,0,0
103-000-010-035,13  SENECA LN,"$297,300 ",19998,8/3/10,4,272000,"(41.94958270000001, -70.69861716)",6.298615391,0,1,0,0,0,0,0,0
103-000-023-053,36  SEVEN HILLS RD,"$394,600 ",67914,5/21/10,6,382500,"(41.93723802, -70.70258698)",6.498633712,0,1,0,0,0,0,0,0
054-000-010A-035,30  SHARPS DR,"$326,700 ",15098,9/3/10,4,335000,"(41.811189, -70.5445694)",9.240041678,0,0,1,0,0,0,0,0
051-000-004N-028,451  SHIP POND RD,"$414,800 ",74448,9/14/10,3,225000,"(41.8698441, -70.55325683)",5.184911015,0,1,0,0,0,0,0,0
065-000-011-015,776  SHIP POND RD,"$545,700 ",125414,12/13/10,8,413000,"(41.864150200000005, -70.57876655)",5.436085757,0,1,0,0,0,0,0,0
056-000-071-027,30  SHORE RD,"$330,300 ",6098,7/14/10,5,225000,"(41.809539799999996, -70.56849612)",9.213742764,0,0,1,0,0,0,0,0
077D-000-010-469,14  SHUTTER LATCH,"$725,300 ",6569,7/1/10,6,155800,"(41.88104445, -70.60161525)",4.458101837,0,1,0,0,0,0,0,0
078D-000-016-068,8  SKY REACH,"$470,600 ",8141,6/30/10,5,489000,"(41.88593995, -70.58128865)",3.938305207,1,0,0,0,0,0,0,0
001-000-009U-002,14  SPOONER ST,"$208,200 ",12280,9/21/10,3,131170,"(41.97610815, -70.69083605)",6.310492098,0,1,0,0,0,0,0,0
003-000-010-000,16  SQUANTO RD,"$282,500 ",18295,2/3/10,4,206000,"(41.96858718, -70.69493252)",6.343715432,0,1,0,0,0,0,0,0
011-000-025-003,73  STANDISH AV,"$321,500 ",12001,12/29/10,4,292000,"(41.96278985, -70.67951918)",5.472128785,0,1,0,0,0,0,0,0
048-054-050-000,1031  STATE RD,"$235,800 ",9723,4/29/10,4,229000,"(41.897136100000004, -70.5487739)",3.471027691,1,0,0,0,0,0,0,0
048-000-019-000,897  STATE RD,"$160,800 ",6199,10/8/10,2,60000,"(41.90514665, -70.55147436)",2.911996112,1,0,0,0,0,0,0,0
104-000-004-016,59  STILLWATER DR,"$339,700 ",49184,9/23/10,4,276000,"(41.942350899999994, -70.71955004)",7.36077299,0,1,0,0,0,0,0,0
100-000-038A-003,292  SUMMER ST,"$362,800 ",32631,2/19/10,4,352000,"(41.9446994, -70.69042299)",5.861046079,0,1,0,0,0,0,0,0
113-000-017-016,1  SWEENEY LN,"$462,300 ",60074,7/20/10,6,375000,"(41.828672, -70.586711)",7.900488952,0,1,0,0,0,0,0,0
027-000-028A-011,20  SWEET AMANDA`S WAY,"$392,400 ",20260,10/29/10,5,320000,"(41.939693299999995, -70.6595027)",4.272423741,0,1,0,0,0,0,0,0
045C-000-112-000,115A  TAYLOR AV,"$214,300 ",2614,8/26/10,3,210000,"(41.9284723, -70.55321585)",1.567204028,1,0,0,0,0,0,0,0
045B-000-014-012,199  TAYLOR AV,"$533,700 ",7405,3/9/10,5,200000,"(41.930995, -70.557386)",1.29061968,1,0,0,0,0,0,0,0
078D-000-016-431,31  TENDERWOOD,"$491,500 ",10306,4/8/10,6,440000,"(41.876038, -70.5785704)",4.615598375,0,1,0,0,0,0,0,0
078D-000-016-422,40  TENDERWOOD,"$366,700 ",6233,12/17/10,4,338000,"(41.87673447, -70.57945555)",4.568732374,0,1,0,0,0,0,0,0
067-000-001-033,9  TOPS`L LN,"$368,100 ",67479,6/11/10,4,368500,"(41.87640965, -70.62186955)",5.145974334,0,1,0,0,0,0,0,0
050-000-034-013,13  TRASK RD,"$341,600 ",17424,9/13/10,6,333000,"(41.87613025, -70.53833669)",5.014712653,0,1,0,0,0,0,0,0
061-000-032-022,26  TREETOP WAY,"$488,900 ",63123,4/9/10,8,395000,"(41.83549964, -70.54939298)",7.544970825,0,1,0,0,0,0,0,0
056-000-079B-013,160  VALLEY RD,"$214,300 ",28710,4/28/10,3,212000,"(41.805451299999994, -70.5696805)",9.493097554,0,0,1,0,0,0,0,0
056-000-071-152,83  VALLEY RD,"$172,900 ",12197,10/1/10,3,100000,"(41.87338275, -70.93856148)",19.26284117,0,0,0,0,0,0,0,0
098-000-103-019,19  VERONICA RD,"$334,800 ",43956,10/22/10,5,325000,"(41.92893695, -70.69086805)",5.961789527,0,1,0,0,0,0,0,0
069-000-044C-000,49  W LONG POND RD,"$436,900 ",39165,8/17/10,5,135000,"(41.858470000000004, -70.609443)",6.066707168,0,1,0,0,0,0,0,0
042-000-002-009,183  WARREN AV,"$1,030,400 ",37422,2/10/10,9,1005000,"(41.9387005, -70.61599314)",2.045366667,1,0,0,0,0,0,0,0
091-000-012-013,100  WATERCOURSE PL,"$523,800 ",20086,6/18/10,5,479900,"(41.9191906, -70.68210075)",5.67311546,0,1,0,0,0,0,0,0
091-000-012-032A,115  WATERCOURSE PL,"$610,500 ",40472,8/18/10,6,560000,"(41.92022945, -70.68288651)",5.691733427,0,1,0,0,0,0,0,0
091-000-012-021,158  WATERCOURSE PL,"$532,800 ",40472,9/24/10,6,483500,"(41.918656799999994, -70.68438359999999)",5.796414183,0,1,0,0,0,0,0,0
091-000-012-023A,164  WATERCOURSE PL,"$474,400 ",36116,10/20/10,6,430000,"(41.9168341, -70.68384914)",5.807848871,0,1,0,0,0,0,0,0
095-000-036-061,32  WEST POND RD,"$327,700 ",20870,8/6/10,5,350000,"(41.92502325, -70.70876289)",6.916695898,0,1,0,0,0,0,0,0
031-000-007D-000Z,7  WEST ST,"$254,100 ",8703,4/8/10,4,215000,"(41.9627811, -70.68151002)",5.571326257,0,1,0,0,0,0,0,0
045-000-006-011,43  WHITE HORSE RD,"$196,500 ",7209,5/27/10,3,190000,"(41.92782595, -70.56754658)",1.142306722,1,0,0,0,0,0,0,0
048-052-051-000,9  WHITE ST,"$200,600 ",6582,4/30/10,4,215000,"(41.899295, -70.54706920000001)",3.374851477,1,0,0,0,0,0,0,0
078D-000-016-458,45  WHITE TRELLIS,"$447,300 ",6024,6/3/10,5,435000,"(41.88053141, -70.57748974)",4.304665152,0,1,0,0,0,0,0,0
078D-000-016-459,47  WHITE TRELLIS,"$451,000 ",6199,8/20/10,6,466900,"(41.88054762, -70.57746368)",4.303533948,0,1,0,0,0,0,0,0
124-000-009D-068B,23  WHITLEY TRAIL,"$346,700 ",71835,5/21/10,6,171000,"(41.80163065, -70.61039861)",9.903622251,0,0,1,0,0,0,0,0
054-000-010-082A,8  WILDWOOD RD,"$364,100 ",20870,12/16/10,5,174000,"(41.81239335, -70.54302324)",9.173047041,0,0,1,0,0,0,0,0
121-000-006-127,13  WINDWARD LN,"$283,400 ",10489,10/15/10,4,235000,"(41.82436077, -70.60298733)",8.292719387,0,0,1,0,0,0,0,0
023-000-005B-000,14  WINTER ST,"$909,200 ",23048,11/1/10,5,900000,"(41.95207735, -70.65383952)",4.024642634,0,1,0,0,0,0,0,0
049-002-107-000,76  WINTHROP RD,"$200,200 ",5227,8/20/10,3,208500,"(41.89212855, -70.54129875)",3.950777221,1,0,0,0,0,0,0,0
106-000-002-314,37  WORRALL RD,"$325,100 ",35244,10/5/10,5,325000,"(41.93101109, -70.7197615)",7.417747142,0,1,0,0,0,0,0,0
045B-000-002-079,29  ABINGTON AVENUE,"$252,300 ",4792,6/6/11,5,175000,"(41.93052795, -70.56074279)",1.185455064,1,0,0,0,0,0,0,0
030-000-046-000,38  ALDEN ST,"$251,100 ",8712,2/22/11,3,225000,"(41.96158555, -70.67934142)",5.443022305,0,1,0,0,0,0,0,0
016-000-023-000,48  ALLERTON ST,"$307,700 ",4352,7/5/11,4,168000,"(41.9585445, -70.67205121)",5.029827111,0,1,0,0,0,0,0,0
015-000-055-020,18  ALVIN RD,"$254,300 ",9980,8/15/11,3,229400,"(41.95450516, -70.67362726)",5.057748089,0,1,0,0,0,0,0,0
121-000-007-014,16  AMANDA AV,"$267,700 ",25661,6/29/11,3,232000,"(41.82010305, -70.60309559999999)",8.583640257,0,0,1,0,0,0,0,0
067-000-002-118,2  ANCHOR DR,"$367,600 ",28710,11/1/11,5,339900,"(41.873789, -70.61694)",5.201433124,0,1,0,0,0,0,0,0
078D-000-016-674,21  APPLE BARREL,"$592,800 ",10010,10/27/11,6,570053,"(41.88268525, -70.58943595)",4.207365574,0,1,0,0,0,0,0,0
045-000-002-037Z,81  ARBORETUM RD,"$463,400 ",25661,6/23/11,3,324000,"(41.92694968, -70.56020024)",1.39098806,1,0,0,0,0,0,0,0
046-000A-084-000Z,14  ARNOLD AV,"$372,700 ",16988,7/28/11,5,370000,"(41.9259222, -70.54101535)",2.180555126,1,0,0,0,0,0,0,0
123-001P-916-000,14  ARTHUR CIR,"$277,600 ",30453,3/11/11,5,247000,"(41.80853725, -70.58763016)",9.290334468,0,0,1,0,0,0,0,0
007-000-037C-000,28  ATLANTIC ST,"$310,100 ",12659,3/23/11,3,220000,"(41.97227859, -70.68092833)",5.739440041,0,1,0,0,0,0,0,0
045A-000-066-000,19  AVENUE B,"$186,700 ",3920,5/9/11,3,59000,"(41.9317699, -70.56102729999999)",1.114611585,1,0,0,0,0,0,0,0
098-000-012B-000,6  BAKER RD,"$321,700 ",43521,10/28/11,5,240000,"(41.93820285, -70.6980943)",6.263716994,0,1,0,0,0,0,0,0
052-000-043-004,132  BARNFIELD DR,"$402,200 ",126285,8/30/11,5,370000,"(41.86137615, -70.5412027)",5.916689594,0,1,0,0,0,0,0,0
077C-000-010-248,24  BARNSWALLOW,"$579,300 ",9932,12/16/11,6,570000,"(41.89325665, -70.59512969)",3.555487955,1,0,0,0,0,0,0,0
077C-000-010-251,30  BARNSWALLOW,"$527,600 ",9474,9/13/11,5,500000,"(41.89295035, -70.59585312)",3.585951429,1,0,0,0,0,0,0,0
049-003-294-000,2  BAY TERR,"$287,700 ",13939,12/20/11,5,192059,"(41.8902035, -70.539098)",4.12121486,0,1,0,0,0,0,0,0
072-000-004N-042,11  BAYDEN PATH,"$413,200 ",47006,7/15/11,6,385000,"(41.871930799999994, -70.55397740000001)",5.036198712,0,1,0,0,0,0,0,0
072-000-004N-043,17  BAYDEN PATH,"$479,500 ",49619,1/24/11,7,438000,"(41.8717887, -70.55355585)",5.050827817,0,1,0,0,0,0,0,0
045-000-039-097,49  BEACH ST,"$207,900 ",5001,9/16/11,4,208000,"(41.9583799, -70.66738509999999)",4.79276836,0,1,0,0,0,0,0,0
122-010P-931-000,19  BEATRICE AV,"$449,900 ",25226,11/9/11,7,419200,"(41.82488156, -70.58246932)",8.150633594,0,0,1,0,0,0,0,0
076-000-024-015,10  BEAVER BROOK DR,"$345,800 ",38294,5/13/11,4,326000,"(41.91178215, -70.57462827)",2.150309045,1,0,0,0,0,0,0,0
075-000-012A-002,239  BEAVER DAM RD,"$381,200 ",41778,7/13/11,7,375000,"(41.90135735, -70.5777667)",2.867667865,1,0,0,0,0,0,0,0
096-000-063-016,189  BETTENCOURT RD,"$294,600 ",13800,5/20/11,3,295500,"(41.911949, -70.70262165)",6.832455423,0,1,0,0,0,0,0,0
100-000-004-000Z,150  BILLINGTON ST,"$234,600 ",7841,10/31/11,3,200000,"(41.9429425, -70.67426045)",5.027003527,0,1,0,0,0,0,0,0
098-000-030M-010,28  BLACK CAT RD,"$350,700 ",24790,1/31/11,5,350000,"(41.93097635, -70.69917167)",6.364620385,0,1,0,0,0,0,0,0
098-000-101-006,296  BLACK CAT RD,"$330,300 ",12855,8/29/11,4,295000,"(41.92678355, -70.67386755)",5.129442552,0,1,0,0,0,0,0,0
052-000-017-000,45  BLACK POND LN,"$801,900 ",21305,3/1/11,10,799000,"(41.85120012, -70.52981914)",6.774762539,0,1,0,0,0,0,0,0
123-000-000E-011Z,71  BLUEBERRY RD,"$315,700 ",57848,10/12/11,5,200000,"(41.81481805, -70.598411)",8.910386879,0,0,1,0,0,0,0,0
072-000-004-856,29  BOG VIEW RD,"$421,700 ",26097,8/24/11,6,385000,"(41.884685100000006, -70.53800437)",4.48573978,0,1,0,0,0,0,0,0
075-000-009-015,6  BOGSIDE DR,"$513,500 ",40472,1/7/11,6,478000,"(41.9002163, -70.576895)",2.945909206,1,0,0,0,0,0,0,0
128-000A-001-001,1055  BOURNE RD,"$187,000 ",87081,5/4/11,2,90000,"(41.77695775, -70.603976)",11.53881524,0,0,1,0,0,0,0,0
114-000-011-002,169  BOURNE RD,"$284,400 ",19998,2/1/11,5,250000,"(41.8371838, -70.60714224)",7.463136902,0,1,0,0,0,0,0,0
121-000-026-004,588  BOURNE RD,"$313,500 ",29146,5/16/11,5,119000,"(41.8070453, -70.61007121)",9.53287789,0,0,1,0,0,0,0,0
027-000-121B-000Z,14  BOUTEMAIN AV,"$240,800 ",31324,10/13/11,3,145000,"(41.95084743, -70.67601565)",5.146440431,0,1,0,0,0,0,0,0
020-000-130-000,16  BRADFORD ST,"$318,600 ",3075,2/4/11,4,280000,"(42.0146228, -70.70506727)",8.258622814,0,0,1,0,0,0,0,0
123-001P-572-000,24  BRANDEIS LN,"$295,600 ",25661,11/29/11,5,206500,"(41.80203206, -70.59838771)",9.786324679,0,0,1,0,0,0,0,0
050-001-367-000,11  BRIGANTINE CIR,"$238,300 ",10071,8/15/11,3,202000,"(41.88072095, -70.53908235)",4.709225111,0,1,0,0,0,0,0,0
050-001-346-000,28  BRIGANTINE CIR,"$253,200 ",10454,12/29/11,5,200000,"(41.88075628, -70.53809906)",4.728112967,0,1,0,0,0,0,0,0
050-001-379-000,59  BRIGANTINE CIR,"$253,200 ",10001,4/15/11,5,212000,"(41.8812164, -70.53811071)",4.699068445,0,1,0,0,0,0,0,0
045-000-029-000Q,132  BROOK RD,"$409,400 ",31760,8/8/11,5,385000,"(41.92058696, -70.55874528)",1.796590773,1,0,0,0,0,0,0,0
045-000-026E-000,147  BROOK RD,"$280,000 ",23082,10/21/11,5,88200,"(41.918468700000005, -70.5580293)",1.941408003,1,0,0,0,0,0,0,0
045-000-036B-001,78  BROOK RD,"$303,400 ",20299,11/16/11,4,270000,"(41.92280725, -70.56059045)",1.616259041,1,0,0,0,0,0,0,0
048-000-018-003,14  BROWN BEAR CIR,"$398,600 ",24790,10/6/11,5,350000,"(41.9052843, -70.55266205)",2.876606206,1,0,0,0,0,0,0,0
048-000-018-001,4  BROWN BEAR CIR,"$408,400 ",25226,8/30/11,6,371500,"(41.90548767, -70.55126915)",2.895726225,1,0,0,0,0,0,0,0
130-002-000A-021,34  BUTTONWOOD LN,"$225,900 ",6970,4/26/11,4,89250,"(41.765728499999994, -70.62805390000001)",12.51147803,0,0,0,1,0,0,0,0
078D-000-016-231A,17  CANOE LANDING,"$362,400 ",6007,5/26/11,4,297500,"(41.882298, -70.578597)",4.183692205,0,1,0,0,0,0,0,0
078D-000-016-228B,23  CANOE LANDING,"$396,600 ",6007,5/10/11,5,362000,"(41.88229952, -70.57843874)",4.183404571,0,1,0,0,0,0,0,0
078D-000-016-224,35  CANOE LANDING,"$461,900 ",7257,12/29/11,5,425000,"(41.88241345, -70.57689429)",4.174593182,0,1,0,0,0,0,0,0
107-000-050-001,253  CARVER RD,"$256,100 ",34809,8/31/11,4,189800,"(41.93143525, -70.73364376)",8.126191095,0,0,1,0,0,0,0,0
103-000-003-001A,3  CARVER RD,"$390,600 ",25661,7/28/11,5,355000,"(41.9447424, -70.69271658)",5.979260735,0,1,0,0,0,0,0,0
009-000-034A-000,23  CENTENNIAL ST,"$321,300 ",17812,6/15/11,4,295000,"(41.97002335, -70.68311774)",5.793027863,0,1,0,0,0,0,0,0
104-000-010-020,20  CHARLOTTE DR,"$294,200 ",19998,12/13/11,4,266000,"(41.93949635, -70.72228475)",7.505431962,0,1,0,0,0,0,0,0
077C-000-010-152,46  CHIPPING HILL,"$708,200 ",20434,5/4/11,5,650000,"(41.8899651, -70.59630012)",3.790527868,1,0,0,0,0,0,0,0
048-049-282-000,44  CIRCUIT AV,"$170,300 ",12197,8/16/11,3,43500,"(41.91370465, -70.55053325)",2.424632498,1,0,0,0,0,0,0,0
063-000-017-031,36  CITATION DR,"$435,300 ",39165,5/6/11,5,389900,"(41.86040912, -70.57915851)",5.694647145,0,1,0,0,0,0,0,0
078D-000-016-543,106  CLAM PUDDING,"$474,400 ",7283,4/11/11,5,428855,"(41.8807411, -70.58279783)",4.301502606,0,1,0,0,0,0,0,0
078D-000-016-594,78  CLAM PUDDING,"$427,200 ",7880,4/22/11,4,397870,"(41.8788753, -70.58243702)",4.428658096,0,1,0,0,0,0,0,0
078D-000-016-572,94  CLAM PUDDING,"$421,200 ",7235,4/28/11,4,390830,"(41.87992575, -70.58262020000001)",4.356975629,0,1,0,0,0,0,0,0
066-000-003-045,215  CLARK RD,"$326,900 ",26097,8/11/11,4,295000,"(41.86804875, -70.6058732)",5.380484761,0,1,0,0,0,0,0,0
044-006-253-000,34  COCHITUATE RD,"$339,100 ",6098,3/4/11,3,200000,"(41.9355061, -70.56687825)",0.718723661,1,0,0,0,0,0,0,0
084-000-028-008,2  COLLEGE POND RD,"$396,200 ",26097,5/3/11,6,245000,"(41.9067686, -70.65263208)",4.640599426,0,1,0,0,0,0,0,0
049-003-192-000,75  COLONY BEACH BLVD,"$163,800 ",6098,12/1/11,4,172000,"(41.89252965, -70.5358628)",4.064058589,0,1,0,0,0,0,0,0
067-000-002-143,22  CONSTITUTION DR,"$319,500 ",28710,4/11/11,6,255000,"(41.877286100000006, -70.61867255)",5.018868287,0,1,0,0,0,0,0,0
103-000-006-354,14  COOKE RD,"$376,800 ",30888,8/17/11,5,382500,"(41.94075725, -70.69980554)",6.345097658,0,1,0,0,0,0,0,0
050-001-266-000,10  CORVETTE DR,"$291,700 ",12632,3/8/11,4,205000,"(41.876935100000004, -70.53529665)",5.028212472,0,1,0,0,0,0,0,0
050-001-265-000,14  CORVETTE DR,"$325,800 ",12197,11/18/11,5,293000,"(41.87689435, -70.53569809)",5.022013361,0,1,0,0,0,0,0,0
009-000-021D-000,258R  COURT ST,"$693,300 ",141531,9/30/11,6,600400,"(41.970743, -70.681312)",5.721534323,0,1,0,0,0,0,0,0
085-000-020-085,57  CRABTREE RD,"$300,000 ",19998,4/27/11,4,303000,"(41.89371259, -70.63483919)",4.528325429,0,1,0,0,0,0,0,0
078D-000-016-335,8  CROOKEDWALK,"$459,300 ",6774,1/6/11,5,72445,"(41.879757500000004, -70.57751636)",4.35808823,0,1,0,0,0,0,0,0
026-000-009-075,78  CURTIS DR,"$408,600 ",24790,7/15/11,5,440000,"(41.93476537, -70.63827929)",3.222485638,1,0,0,0,0,0,0,0
046-000-014-006,11  CUSHING DR,"$269,600 ",18731,6/8/11,4,205000,"(41.91864705, -70.55509162)",2.01046893,1,0,0,0,0,0,0,0
014-000-010-000,15  CUSHMAN ST,"$590,500 ",24354,12/16/11,8,214000,"(41.96065976, -70.67182642)",5.051859663,0,1,0,0,0,0,0,0
050-001-326-000,11  CUTTER DR,"$262,700 ",10019,1/7/11,4,240000,"(41.879348900000004, -70.53992713)",4.778238896,0,1,0,0,0,0,0,0
050-001-327-000,13  CUTTER DR,"$237,800 ",10019,5/17/11,4,163000,"(41.87957425, -70.53983275)",4.765903421,0,1,0,0,0,0,0,0
050-001-305-000,2  CUTTER DR,"$257,500 ",11326,7/15/11,4,173000,"(41.8783033, -70.53994759999999)",4.844157603,0,1,0,0,0,0,0,0
096-000-070-062,12  DIANE AV,"$241,600 ",20870,3/31/11,3,195000,"(41.90809465, -70.71195306)",7.373358854,0,1,0,0,0,0,0,0
005-000-035-001,23  DIAS RD,"$201,400 ",7288,1/20/11,1,310000,"(41.9710235, -70.68720015)",6.014319051,0,1,0,0,0,0,0,0
122-010P-1202-000,45  DICKSON DR,"$308,900 ",43521,12/29/11,5,255000,"(41.81694455, -70.58893213)",8.715842246,0,0,1,0,0,0,0,0
112-000-003-060,15  DOROTHY DR,"$313,800 ",21741,7/22/11,5,235000,"(41.84189945, -70.59523592)",7.035928873,0,1,0,0,0,0,0,0
043-000C-018-000,25  DRIFTWOOD LN,"$346,900 ",7405,11/10/11,6,334000,"(41.9436414, -70.60136130000001)",1.271747111,1,0,0,0,0,0,0,0
054-005-003-008,3  DUBLIN DR,"$337,000 ",26097,8/22/11,5,305000,"(41.82078675, -70.54889076)",8.548983509,0,0,1,0,0,0,0,0
030-000-072A-006,39  DUCK PLAIN RD,"$362,100 ",23048,11/28/11,5,311500,"(41.96150505, -70.68777349999999)",5.864757401,0,1,0,0,0,0,0,0
026-000-011-008,37  E BAY LN,"$437,700 ",28710,4/19/11,6,450000,"(41.93977245, -70.63930351)",3.233068241,1,0,0,0,0,0,0,0
051-000-004S-038,36  EARLY RED CIR,"$381,800 ",45263,10/12/11,6,317000,"(41.865787299999994, -70.5517438)",5.475386112,0,1,0,0,0,0,0,0
051-000-004S-053,87  EARLY RED CIR,"$363,800 ",41343,12/30/11,6,322000,"(41.86590955, -70.55516745)",5.428353987,0,1,0,0,0,0,0,0
047-000-017-036,13  EEL RIVER CIR,"$340,000 ",14810,5/18/11,5,265000,"(41.9342174, -70.61967336)",2.294090019,1,0,0,0,0,0,0,0
049-004-524-000,65  ELLISVILLE DR,"$176,900 ",6970,6/2/11,3,68000,"(41.8879036, -70.53412783)",4.384429054,0,1,0,0,0,0,0,0
052-000-034-019,61  ELLISVILLE GREEN,"$422,800 ",60074,4/29/11,5,370000,"(41.85014665, -70.54162749)",6.652066064,0,1,0,0,0,0,0,0
054-000-003-013A,11  ELLISVILLE RD,"$561,200 ",108861,9/16/11,6,512000,"(41.82679465, -70.54404695)",8.188213756,0,0,1,0,0,0,0,0
053-000-027-074,71  ELLISVILLE RD,"$1,157,300 ",30453,2/16/11,6,1220000,"(41.83199195, -70.54282379)",7.851314431,0,1,0,0,0,0,0,0
045-000-039-057,26  ELM ST,"$208,100 ",5001,9/9/11,4,129000,"(41.92515305, -70.55479589)",1.665667511,1,0,0,0,0,0,0,0
104-000-019-065,28  ESTA RD,"$303,000 ",14810,6/1/11,5,290000,"(41.9382454, -70.72460525)",7.628168437,0,1,0,0,0,0,0,0
085-000-020-170,5  EVELYN RD,"$297,200 ",19998,3/25/11,6,262500,"(41.891934899999995, -70.63628405)",4.669689692,0,1,0,0,0,0,0,0
077E-000-015-205,179  FAIRVIEW LN,"$490,600 ",67914,11/10/11,7,485000,"(41.8729533, -70.5942468)",4.911513881,0,1,0,0,0,0,0,0
077E-000-015-110,54  FAIRVIEW LN,"$443,300 ",41778,4/25/11,7,425000,"(41.8787829, -70.59112596)",4.487206982,0,1,0,0,0,0,0,0
077E-000-015-114,74  FAIRVIEW LN,"$414,200 ",40036,12/28/11,5,388000,"(41.877857500000005, -70.59009870000001)",4.541849266,0,1,0,0,0,0,0,0
044-006-294-000,22  FARMHURST RD,"$247,100 ",6499,7/7/11,4,142800,"(41.9358184, -70.5678953)",0.666877869,1,0,0,0,0,0,0,0
044-006-295-000,24  FARMHURST RD,"$242,400 ",6499,10/14/11,3,245000,"(41.93593045, -70.56778616)",0.665102287,1,0,0,0,0,0,0,0
093-000-002-002J,894  FEDERAL FURNACE RD,"$413,000 ",63558,9/30/11,7,385000,"(41.89151629999999, -70.71282491)",7.862177121,0,1,0,0,0,0,0,0
106-000-001-067,26  FILMORE ST,"$319,300 ",22612,8/24/11,5,255000,"(41.93506165, -70.71525226)",7.160095094,0,1,0,0,0,0,0,0
106-001-016-048,55  FLINT LOCKE DR,"$297,200 ",11326,11/10/11,5,255000,"(41.92935405, -70.72381269)",7.63851625,0,1,0,0,0,0,0,0
077E-000-015-240,10  FOUNTAIN GRASS WAYE,"$464,100 ",68916,12/21/11,5,460000,"(41.8715456, -70.59156388)",4.983905954,0,1,0,0,0,0,0,0
074-000-021-016,10  FOX RD,"$295,500 ",16553,3/31/11,6,294000,"(41.9006086, -70.56142631)",3.023124807,1,0,0,0,0,0,0,0
074-000-021-011,5  FOX RD,"$258,300 ",14810,7/25/11,4,190000,"(41.901306899999994, -70.56073612)",2.986224807,1,0,0,0,0,0,0,0
019-000-174-000,6  FRANKLIN ST,"$324,200 ",6260,11/28/11,3,300000,"(41.7425204, -70.67329305)",14.70037194,0,0,0,1,0,0,0,0
122-000-005-021,20  FREEMAN DR,"$413,100 ",37422,5/31/11,6,366000,"(41.8250891, -70.5866896)",8.147183618,0,0,1,0,0,0,0,0
103-000-006-405,13  FULLER WAY,"$316,600 ",29582,12/13/11,4,245000,"(41.94448365, -70.69663183)",6.180625922,0,1,0,0,0,0,0,0
106-000-001-226,7  FULTON ST,"$295,200 ",23048,4/28/11,5,267400,"(41.92847055, -70.7117534)",7.030580333,0,1,0,0,0,0,0,0
113-000-017-023,1  GABRIEL LN,"$446,400 ",66172,11/18/11,6,436000,"(41.829109, -70.581776)",7.857802912,0,1,0,0,0,0,0,0
059-000-029-044,4  GARDNER DR,"$390,400 ",60074,7/21/11,6,375100,"(41.80810635, -70.57685857)",9.302954077,0,0,1,0,0,0,0,0
030-000-024-000,2  GODDARD CT,"$263,800 ",16431,2/4/11,4,250000,"(41.95829955, -70.67678527)",5.264874497,0,1,0,0,0,0,0,0
096-000-035-000,26  GOLDFINCH LN,"$218,300 ",16117,3/2/11,3,50000,"(41.92056615, -70.69952163)",6.514721722,0,1,0,0,0,0,0,0
030-000-011N-027,65  GRAND VIEW DR,"$269,700 ",10454,12/7/11,4,198900,"(41.95946235, -70.68202616)",5.545535556,0,1,0,0,0,0,0,0
078D-000-016-141,36  GREAT POINTE,"$516,300 ",7344,4/19/11,7,507500,"(41.88717395, -70.57452937)",3.847656206,1,0,0,0,0,0,0,0
121-000-006-177,24  GREAT WIND DR,"$184,300 ",10799,11/22/11,3,161500,"(41.82673885, -70.60296736)",8.13067136,0,0,1,0,0,0,0,0
124-000-009-024Z,40  GUNNING POINT RD,"$1,025,400 ",26097,11/1/11,8,420000,"(41.8065946, -70.60564303)",9.525012277,0,0,1,0,0,0,0,0
114-000-019-038,5  HALYARD RD,"$295,800 ",41778,3/31/11,6,265000,"(41.83087125, -70.60598002)",7.877893777,0,1,0,0,0,0,0,0
027-000-064B-022,12  HARVEST DR,"$375,400 ",47441,4/5/11,5,250000,"(41.9396815, -70.66593303)",4.603394885,0,1,0,0,0,0,0,0
082-000-012-029,42  HAYDEN HOLLOW,"$568,700 ",54411,7/6/11,5,569000,"(41.92712185, -70.62626514)",2.776703974,1,0,0,0,0,0,0,0
060-000-020-004,169  HEDGES POND RD,"$267,600 ",23919,7/21/11,6,185000,"(41.83132285, -70.56484885)",7.724866958,0,1,0,0,0,0,0,0
060-000-020-007,177  HEDGES POND RD,"$253,000 ",21305,7/29/11,4,182000,"(41.83128455, -70.5659554)",7.723197945,0,1,0,0,0,0,0,0
056-000-054-002,110  HERRING POND RD,"$282,900 ",106247,12/16/11,5,165000,"(41.80372795, -70.55595752)",9.664537656,0,0,1,0,0,0,0,0
056-000-050D-000,132D  HERRING POND RD,"$227,800 ",9444,9/16/11,4,187500,"(41.800508, -70.557086)",9.879299796,0,0,1,0,0,0,0,0
057-000-018-005,139  HERRING POND RD,"$516,900 ",56153,6/24/11,6,439000,"(41.80014565, -70.55796899)",9.899627234,0,0,1,0,0,0,0,0
